,brand,model,price,mileage,year,location,body_type,fuel,power,transmission,color,engine_size
222,Mercedes Benz,Classe A,78000.0,165000.0,2017.0,Ariana,Compacte,Diesel,5.0,Manuelle,Gris,1.5
223,Mercedes Benz,Classe C Coupe,68500.0,190000.0,2012.0,Ariana,Berline,Essence,8.0,Automatique,Noir,1.6
224,Ssangyong,Rexton,80000.0,257000.0,2017.0,Sfax,4 X 4,Diesel,10.0,Automatique,Noir,3.0
225,Fiat,Uno,6800.0,320000.0,1990.0,Monastir,Autres,Essence,4.0,Manuelle,Blanc,1.2
226,Renault,Clio,37500.0,82000.0,2019.0,Bizerte,Compacte,Essence,5.0,Manuelle,Rouge,1.2
227,Hyundai,I 20,47500.0,70000.0,2020.0,Bizerte,Compacte,Essence,5.0,Manuelle,Autre,1.2
228,Peugeot,208,,148000.0,2013.0,Gafsa,Compacte,Essence,5.0,Manuelle,Gris,1.2
229,Ford,Transit,72000.0,100000.0,2021.0,Bizerte,Utilitaire,Diesel,7.0,Manuelle,Bleu,2.0
231,Volkswagen,Polo,,200000.0,1996.0,Manouba,Autres,Diesel,5.0,Manuelle,Bleu,1.9
232,Volkswagen,Golf,35500.0,121000.0,2009.0,Tunis,Berline,Essence,5.0,Automatique,Noir,1.6
233,Dacia,Dokker,,24000.0,2022.0,Ariana,Utilitaire,Diesel,6.0,Manuelle,Noir,1.5
234,Dacia,Sandero,27500.0,131000.0,2014.0,Kasserine,Compacte,Essence,5.0,Manuelle,Gris,1.2
235,Dacia,Dokker,,227000.0,2013.0,Ariana,Utilitaire,Diesel,6.0,Manuelle,Beige,1.5
236,Renault,Megane,,179000.0,2011.0,Jendouba,Berline,Diesel,6.0,Manuelle,Gris,1.5
237,Mitsubishi,L200,,230000.0,2013.0,Nabeul,4 X 4,Diesel,10.0,Automatique,Gris,2.5
238,Fiat,Siena,13000.0,300000.0,2005.0,Ben Arous,Berline,Essence,5.0,Manuelle,Gris,1.2
239,Hyundai,I 10,,10000.0,2021.0,Sfax,Berline,Essence,5.0,Manuelle,Rouge,1.2
240,Volkswagen,Golf,,125000.0,2017.0,Sousse,Compacte,Essence,5.0,Manuelle,Noir,1.2
241,Mercedes Benz,Classe Cls,,154000.0,2012.0,Sfax,Berline,Diesel,17.0,Automatique,Noir,3.0
242,Fiat,Fiat.Linea,17500.0,294000.0,2008.0,Ben Arous,Berline,Essence,6.0,Manuelle,Noir,1.5
243,Volkswagen,Golf 6,,,2023.0,Sousse,Autres,Essence,5.0,Manuelle,Noir,1.6
244,Isuzu,Trooper,,200000.0,2000.0,Manouba,4 X 4,Diesel,12.0,Manuelle,Vert,2.5
245,Hyundai,I 10,,110000.0,2019.0,Sfax,Compacte,Essence,5.0,Manuelle,Noir,1.2
246,Peugeot,301,24000.0,13700.0,2013.0,Ariana,Berline,Essence,5.0,Manuelle,Marron,1.2
247,Volkswagen,Golf,,35000.0,2022.0,Nabeul,Berline,Essence,5.0,Manuelle,Blanc,1.0
248,Fiat,Bravo,,340000.0,1996.0,Médenine,Berline,Essence,7.0,Manuelle,Blanc,1.4
249,Renault,Megane,,260000.0,2005.0,Tunis,Compacte,Diesel,5.0,Manuelle,Gris,1.5
250,Peugeot,301,24000.0,112480.0,2014.0,Siliana,Compacte,Essence,5.0,Manuelle,Marron,1.2
251,Citroen,C5,22000.0,185000.0,2008.0,Ariana,Autres,Diesel,6.0,Manuelle,Gris,1.6
252,Chevrolet,Ssr,27000.0,83000.0,2018.0,Bizerte,Utilitaire,Essence,5.0,Manuelle,Rouge,1.2
253,Opel,Astra,17500.0,300000.0,2001.0,Nabeul,Autres,Essence,0.0,Manuelle,Gris,1.2
254,Hyundai,Santa Fe,117000.0,112000.0,2016.0,Tunis,4 X 4,Essence,11.0,Automatique,Blanc,2.4
255,Renault,Symbol,30800.0,126800.0,2016.0,Tunis,Berline,Essence,5.0,Manuelle,Gris,1.2
256,Hyundai,I 10,27500.0,46000.0,2021.0,Bizerte,Compacte,Essence,5.0,Automatique,Noir,1.2
257,Skoda,Fabia,25500.0,270000.0,2012.0,Tunis,Berline,Essence,4.0,Manuelle,Bleu,1.4
258,Kia,Rio,,160000.0,2014.0,Siliana,Berline,Essence,5.0,Manuelle,Noir,1.2
259,Kia,Sportage,,89000.0,2019.0,Tunis,Autres,Diesel,10.0,Automatique,Noir,2.0
260,Fiat,Fiorino,44000.0,11000.0,2022.0,Tunis,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.3
261,Peugeot,208,,88000.0,2018.0,Sousse,Compacte,Diesel,5.0,Manuelle,Blanc,1.6
262,Chery,A3,,92000.0,2018.0,Ben Arous,Compacte,Diesel,5.0,Manuelle,Noir,1.2
263,Citroen,C-Elysée,24000.0,122000.0,2015.0,Sousse,Autres,Essence,5.0,Manuelle,Blanc,1.2
264,Mercedes Benz,Sprinter,,280000.0,2002.0,Mahdia,Berline,Diesel,7.0,Manuelle,Blanc,2.0
265,Mitsubishi,L200,27000.0,,,Zaghouan,Autres,Diesel,0.0,Manuelle,Blanc,4.0
266,Bmw,Serie 5,94500.0,155000.0,2012.0,Sousse,Berline,Diesel,10.0,Automatique,Blanc,2.0
267,Volkswagen,Scirocco,33000.0,145000.0,2011.0,Sousse,Compacte,Essence,9.0,Automatique,Blanc,1.4
268,Audi,Q5,58000.0,290000.0,2010.0,Manouba,4 X 4,Diesel,10.0,Manuelle,Blanc,2.0
269,,,13500.0,,,Sousse,,,,,,
270,Ford,Focus,46000.0,150000.0,2016.0,Tunis,Berline,Essence,6.0,Manuelle,Beige,1.5
271,Fiat,Doblo,28500.0,150000.0,2018.0,Sousse,Compacte,Diesel,5.0,Manuelle,Blanc,1.3
272,Suzuki,Swift,29900.0,137000.0,2019.0,Tunis,Berline,Essence,5.0,Manuelle,Blanc,1.2
273,Nissan,Micra,29500.0,92000.0,2019.0,Tunis,Berline,Essence,5.0,Manuelle,Noir,1.2
274,Citroen,Nemo,21500.0,240000.0,2013.0,Tunis,Utilitaire,Diesel,6.0,Manuelle,Blanc,1.4
275,Toyota,Hilux,190000.0,26800.0,2021.0,Kairouan,Pick Up,Diesel,8.0,Automatique,Rouge,2.8
276,Volkswagen,Golf 4,,137476.0,2000.0,Ben Arous,Berline,Essence,7.0,Manuelle,Gris,1.8
277,Bmw,X5,,114000.0,2010.0,Ariana,4 X 4,Diesel,19.0,Automatique,Noir,3.5
278,Peugeot,307,,,2017.0,Sousse,Compacte,Diesel,7.0,Manuelle,Noir,1.6
279,Volkswagen,Polo,,220000.0,2011.0,Monastir,Autres,Essence,0.0,Manuelle,Blanc,1.2
280,Chery,Qq,22000.0,61000.0,2017.0,Tunis,Berline,Essence,4.0,Manuelle,Rouge,1.3
281,Fiat,Uno,6000.0,200000.0,2006.0,Ben Arous,Berline,Essence,4.0,Manuelle,Beige,1.6
282,Citroen,C4,33000.0,165000.0,2012.0,Tunis,Compacte,Essence,6.0,Manuelle,Noir,1.4
283,Volkswagen,Golf,3500.0,300000.0,1985.0,Le Kef,Berline,Essence,5.0,Manuelle,Noir,1.0
284,Citroen,C15,,406378.0,2004.0,Bizerte,Autres,Diesel,7.0,Manuelle,Blanc,3.0
285,Volkswagen,Golf,,168000.0,2015.0,Sousse,Berline,Essence,5.0,Manuelle,Noir,1.2
286,Audi,Tt,,180000.0,2008.0,Ben Arous,Autres,Essence,12.0,Manuelle,Noir,2.0
287,Mercedes Benz,Classe C,,116000.0,2015.0,Ariana,Berline,Diesel,9.0,Automatique,Blanc,2.2
288,Volkswagen,Transporter,13000.0,123000.0,2001.0,Bizerte,Autres,Diesel,7.0,Manuelle,Blanc,1.0
289,Fiat,Punto,12700.0,,1997.0,Gabes,Berline,Essence,4.0,Manuelle,Bleu,1.2
290,Peugeot,206+,19000.0,180000.0,2007.0,Tunis,Compacte,Essence,4.0,Manuelle,Gris,1.1
291,Mazda,Mx3,73000.0,54000.0,2019.0,Monastir,Berline,Essence,6.0,Manuelle,Bleu,1.5
292,Kia,Rio,28500.0,130000.0,2015.0,Kairouan,Autres,Essence,5.0,Manuelle,Noir,4.0
293,Peugeot,3008,36000.0,228000.0,2011.0,Tunis,Monospace,Essence,7.0,Manuelle,Noir,1.6
294,Dacia,Duster,39000.0,220000.0,2015.0,Jendouba,4 X 4,Diesel,5.0,Manuelle,Noir,1.5
295,Mazda,3,40000.0,178000.0,2018.0,Sousse,Berline,Essence,6.0,Manuelle,Blanc,1.5
296,Mercedes Benz,Classe M,73998.0,207000.0,2008.0,Sousse,4 X 4,Diesel,15.0,Automatique,Noir,3.2
297,Fiat,Punto,18500.0,,2008.0,Le Kef,Autres,Essence,5.0,Manuelle,Rouge,1.2
298,Nissan,Navara,,270000.0,2010.0,Ben Arous,4 X 4,Diesel,10.0,Manuelle,Gris,2.5
299,Seat,Ibiza,30500.0,119000.0,2015.0,Manouba,Compacte,Essence,5.0,Manuelle,Noir,1.2
300,Dacia,Sandero,,104000.0,2017.0,Tozeur,Autres,Essence,5.0,Manuelle,Noir,1.2
301,Mercedes Benz,Classe C,,50000.0,2019.0,Bizerte,Berline,Diesel,7.0,Automatique,Blanc,1.6
302,Fiat,Palio,11000.0,300000.0,2002.0,Tunis,Autres,Essence,4.0,Automatique,Gris,1.2
303,Bmw,Série 1,36000.0,185000.0,2007.0,Sousse,Compacte,Essence,7.0,Manuelle,Noir,1.6
304,Suzuki,Baleno,35000.0,230000.0,2017.0,Manouba,Compacte,Essence,5.0,Manuelle,Bleu,1.2
305,Peugeot,206,17500.0,290000.0,2013.0,Nabeul,Autres,Essence,6.0,Manuelle,Gris,1.4
306,Bmw,X1,53000.0,146000.0,2012.0,Ariana,4 X 4,Essence,9.0,Manuelle,Noir,1.8
307,Mazda,Cx 9,165000.0,85000.0,2021.0,Nabeul,Monospace,Essence,15.0,Automatique,Noir,2.5
308,Opel,Corsa,,220000.0,2009.0,Tunis,Compacte,Essence,5.0,Automatique,Blanc,1.2
309,Geely,Lc,37000.0,3002.0,2020.0,Ben Arous,Autres,Essence,1.0,Manuelle,Jaune,4.0
310,,,10000.0,,,Kairouan,,,,,,
311,Bmw,X5,23000.0,380000.0,2002.0,Ariana,4 X 4,Diesel,3.0,Automatique,Noir,3.0
312,Volkswagen,Polo,36000.0,140000.0,2018.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Blanc,4.0
313,Peugeot,107,,62000.0,2018.0,Mahdia,Compacte,Essence,4.0,Manuelle,Rouge,1.2
314,Chery,Qq,,35000.0,2020.0,Tunis,Compacte,Essence,4.0,Manuelle,Blanc,3.0
315,Mercedes Benz,Classe C,,300000.0,1993.0,Sfax,Berline,Essence,8.0,Manuelle,Noir,3.0
316,Citroen,Berlingo,22000.0,226000.0,2009.0,Sousse,Utilitaire,Diesel,6.0,Manuelle,Blanc,1.6
317,Mitsubishi,Lancer,32000.0,41000.0,2017.0,Tunis,Autres,Essence,4.0,Manuelle,Noir,1.1
318,Ford,Ka,28500.0,88000.0,2016.0,Manouba,Compacte,Essence,4.0,Manuelle,Rouge,1.2
319,Fiat,Doblo,17500.0,168000.0,2015.0,Tunis,Autres,Diesel,5.0,Manuelle,Blanc,4.0
320,Fiat,Punto,10500.0,363196.0,1997.0,Tunis,Compacte,Essence,4.0,Manuelle,Rouge,3.0
321,Renault,Clio,35000.0,4700.0,2022.0,Kairouan,Compacte,Essence,4.0,Manuelle,Noir,1.0
322,Citroen,C-Elysée,,165000.0,2018.0,Ben Arous,Berline,Essence,5.0,Manuelle,Gris,1.2
323,Citroen,C3,,155000.0,2014.0,Nabeul,Compacte,Essence,5.0,Manuelle,Gris,1.4
324,Hyundai,I 10,36700.0,72000.0,2019.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Gris,1.2
325,Opel,Astra,,96000.0,2017.0,Bizerte,Compacte,Essence,5.0,Manuelle,Gris,1.4
326,Audi,A5,105000.0,131000.0,2017.0,Tunis,Berline,Essence,8.0,Automatique,Bleu,1.4
327,Fiat,Punto,18000.0,287000.0,2007.0,Manouba,Pick Up,Essence,5.0,Manuelle,Bleu,4.0
328,Dacia,Dokker,25000.0,30000.0,2021.0,Sfax,Utilitaire,Diesel,6.0,Manuelle,Gris,1.5
329,Ford,Focus,34000.0,200000.0,2013.0,Nabeul,Berline,Essence,7.0,Manuelle,Gris,1.6
330,Ford,Focus,,445000.0,2006.0,Kairouan,Compacte,Essence,0.0,Manuelle,Gris,1.4
331,Fiat,Grande Punto,22500.0,,2011.0,Monastir,Autres,Essence,5.0,Manuelle,Gris,4.0
332,Opel,Astra,17000.0,335000.0,2003.0,Kasserine,Berline,Essence,5.0,Manuelle,Noir,1.2
333,Volkswagen,Golf 7,82000.0,90000.0,2018.0,Tunis,Berline,Essence,6.0,Manuelle,Noir,1.0
334,Kia,Sportage,54000.0,173000.0,2011.0,Monastir,Compacte,Diesel,11.0,Automatique,Blanc,1.9
335,Hyundai,Veloster,,,2017.0,Tunis,Compacte,Essence,8.0,Automatique,Gris,1.6
336,Renault,Megane,29500.0,187000.0,2011.0,Sousse,Autres,Diesel,6.0,Manuelle,Rouge,1.5
337,Audi,A1,,113000.0,2013.0,Tunis,Autres,Essence,5.0,Manuelle,Gris,1.2
338,Mercedes Benz,Classe E,60000.0,260000.0,2010.0,Sousse,Berline,Essence,10.0,Automatique,Blanc,3.0
339,Autres,Autre,25000.0,162000.0,2018.0,Sfax,Pick Up,Diesel,2.2,Manuelle,Blanc,2.2
340,Citroen,Berlingo,25000.0,235000.0,2012.0,Tunis,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.6
341,Citroen,C4,22000.0,340000.0,2005.0,Mahdia,Utilitaire,Diesel,5.0,Manuelle,Rouge,1.6
342,Mercedes Benz,Classe C,40000.0,270000.0,2009.0,Tunis,Compacte,Essence,9.0,Manuelle,Noir,1.6
343,Peugeot,207,,97000.0,2010.0,Tunis,Compacte,Essence,6.0,Manuelle,Beige,1.4
344,Volkswagen,Golf 7,,178000.0,2013.0,Tunis,Compacte,Essence,5.0,Manuelle,Gris,1.2
345,Mitsubishi,L200,,49000.0,2020.0,Tunis,4 X 4,Essence,10.0,Manuelle,Blanc,2.0
346,Dacia,Dokker,28500.0,170000.0,2018.0,Ariana,Utilitaire,Diesel,6.0,Manuelle,Blanc,1.5
347,Volkswagen,Golf Plus,105000.0,21000.0,2021.0,Ben Arous,Berline,Essence,5.0,Manuelle,Noir,1.0
348,Renault,Symbol,32000.0,185000.0,2015.0,Tunis,Berline,Essence,5.0,Manuelle,Noir,1.2
349,Citroen,Berlingo,123456.0,150000.0,2019.0,Tunis,Autres,Diesel,5.0,Manuelle,Autre,1.6
350,Autres,Autre,69700.0,37000.0,2021.0,Sousse,Autres,Essence,7.0,Automatique,Bleu,1.5
351,Porsche,Panamera,,75000.0,2013.0,Ariana,Berline,Essence,33.0,Automatique,Bleu,4.0
352,Renault,Megane,21000.0,300000.0,2008.0,Ben Arous,Compacte,Essence,6.0,Manuelle,Gris,2.1
353,Toyota,Prado,,200000.0,2015.0,Médenine,4 X 4,Diesel,11.0,Automatique,Gris,3.0
354,Citroen,C4,17700.0,230000.0,2009.0,Ben Arous,Berline,Essence,6.0,Manuelle,Gris,1.4
355,Hyundai,I 10,30000.0,100000.0,2017.0,Jendouba,Compacte,Essence,4.0,Manuelle,Noir,1.2
356,Mercedes Benz,Classe C Coupe,190000.0,27000.0,2019.0,Ariana,Berline,Essence,9.0,Automatique,Blanc,1.5
357,Renault,R5,,,1981.0,Sfax,Compacte,Essence,4.0,Manuelle,Gris,1.2
358,Citroen,Ds5,45000.0,148000.0,2014.0,Béja,Compacte,Essence,9.0,Automatique,Bleu,4.0
359,Mazda,2,31500.0,65000.0,2014.0,Tunis,Compacte,Essence,5.0,Manuelle,Gris,1.1
360,Nissan,Navara,,220000.0,2011.0,Ben Arous,4 X 4,Diesel,10.0,Manuelle,Vert,2.5
361,Ford,Fiesta,20000.0,170000.0,2009.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Gris,1.2
362,Citroen,C3,40000.0,99000.0,2018.0,Ariana,Compacte,Essence,4.0,Manuelle,Gris,1.2
363,Ford,Focus,,107000.0,2008.0,Gafsa,Berline,Essence,7.0,Automatique,Gris,1.6
364,Renault,R9,6500.0,,1994.0,Béja,Autres,Essence,5.0,Manuelle,Rouge,1.1
365,Peugeot,Boxer,,290000.0,2001.0,Mahdia,Berline,Diesel,8.0,Manuelle,Blanc,1.6
366,Toyota,Avensis,,320000.0,2015.0,Siliana,Autres,Essence,6.0,Manuelle,Jaune,4.0
367,,,14300.0,,,Ben Arous,,,,,,
368,Peugeot,407,21000.0,,2006.0,Nabeul,Berline,Diesel,6.0,Manuelle,Gris,1.6
369,Chevrolet,Cruze,32000.0,159000.0,2017.0,Sfax,Berline,Essence,7.0,Manuelle,Noir,1.6
370,Ford,Kuga,68000.0,73000.0,2019.0,Tunis,Autres,Essence,8.0,Manuelle,Noir,1.5
371,Bmw,Serie 7,49000.0,184000.0,2006.0,Ariana,Berline,Diesel,15.0,Automatique,Noir,1.6
372,Fiat,Punto,14000.0,80000.0,1999.0,Sousse,Berline,Essence,4.0,Manuelle,Vert,1.1
373,Volkswagen,Golf 7,85000.0,78000.0,2019.0,Ariana,Compacte,Essence,6.0,Manuelle,Noir,1.0
374,Mercedes Benz,Classe A,175000.0,50000.0,2019.0,Ariana,Compacte,Essence,6.0,Automatique,Noir,1.6
375,Mercedes Benz,Classe S,,106000.0,2014.0,Ariana,Berline,Essence,19.0,Automatique,Noir,2.1
376,Rover,Streetwise,135000.0,93000.0,2014.0,Ariana,4 X 4,Diesel,9.0,Automatique,Gris,2.2
377,Kia,Sportage,,200000.0,2011.0,Ben Arous,4 X 4,Diesel,11.0,Automatique,Gris,2.0
378,Toyota,Yaris,,,2018.0,Tunis,Compacte,Essence,1.0,Manuelle,Blanc,3.0
379,Peugeot,309,4000.0,250000.0,1991.0,Tunis,Autres,Essence,4.0,Manuelle,Blanc,4.0
380,Mercedes Benz,Classe A,16400.0,210000.0,2004.0,Manouba,Compacte,Essence,5.0,Manuelle,Gris,1.5
381,Skoda,Fabia,38500.0,84000.0,2019.0,Ariana,Compacte,Essence,4.0,Manuelle,Blanc,1.2
382,Renault,Clio,48000.0,27000.0,2021.0,Ariana,Compacte,Essence,5.0,Manuelle,Gris,1.2
383,Mini,One,57000.0,80000.0,2015.0,Ariana,Compacte,Essence,4.0,Manuelle,Noir,1.2
384,Audi,A7,175000.0,234000.0,2017.0,Ariana,Berline,Essence,22.0,Automatique,Noir,3.0
385,Toyota,Hi Ace,41000.0,800000.0,2016.0,Zaghouan,Berline,Diesel,8.0,Manuelle,Blanc,1.6
386,Peugeot,308,41000.0,100000.0,2013.0,Tunis,Cabriolet,Essence,6.0,Manuelle,Noir,1.6
387,Citroen,Berlingo,29500.0,250000.0,2013.0,Mahdia,Utilitaire,Diesel,6.0,Manuelle,Gris,1.6
388,Ac,Cobra,,420000.0,2019.0,Tunis,Cabriolet,Essence,4.0,Manuelle,Rouge,1.2
389,Ac,Seven,,139000.0,,Kébili,Autres,Essence,6.0,Manuelle,Blanc,3.0
390,Kia,Sportage,,83000.0,2018.0,Monastir,Berline,Diesel,7.0,Automatique,Blanc,1.7
391,Ssangyong,Actyon,22950.0,212000.0,2012.0,Monastir,Pick Up,Diesel,8.0,Automatique,Bleu,2.0
392,Renault,Megane Estate,27800.0,148000.0,2009.0,Bizerte,Berline,Essence,7.0,Manuelle,Noir,1.6
393,Chevrolet,Cruze,42000.0,153000.0,2018.0,Manouba,Berline,Essence,7.0,Manuelle,Gris,1.6
394,Bmw,Serie 5,26000.0,260000.0,1996.0,Monastir,Berline,Diesel,7.0,Manuelle,Noir,2.5
395,Ssangyong,Family,53000.0,120000.0,2017.0,Sousse,Compacte,Essence,7.0,Automatique,Noir,1.6
396,Fiat,Fiorino,,169900.0,2018.0,Manouba,Utilitaire,Diesel,5.0,Manuelle,Blanc,1.3
397,Autres,Autre,7300.0,250000.0,1995.0,Manouba,Autres,Essence,4.0,Manuelle,Bleu,3.0
398,Daewoo,Lanos,5000.0,,2002.0,Sousse,Autres,Essence,7.0,Manuelle,Noir,2.4
399,Ford,Mondeo,8000.0,,1995.0,Ben Arous,Autres,Essence,7.0,Manuelle,Gris,1.8
401,Renault,Express,6000.0,400000.0,1990.0,Bizerte,Utilitaire,Diesel,6.0,Manuelle,Blanc,1.2
402,Mercedes Benz,Classe C,,378000.0,1994.0,Tunis,Berline,Essence,8.0,Manuelle,Noir,1.8
403,Seat,Ibiza,25000.0,190000.0,2010.0,Siliana,Autres,Essence,4.0,Manuelle,Noir,1.2
404,Audi,Q5,,63000.0,2018.0,Bizerte,4 X 4,Diesel,11.0,Automatique,Gris,2.0
405,Volkswagen,Golf 6,32500.0,146000.0,2010.0,Tunis,Compacte,Essence,5.0,Manuelle,Noir,1.4
406,Isuzu,D Max,12500.0,400000.0,1982.0,Bizerte,Pick Up,Diesel,8.0,Manuelle,Beige,2.4
407,Renault,Megane,15300.0,229800.0,2008.0,Ariana,Compacte,Diesel,5.0,Manuelle,Blanc,1.5
408,Nissan,Micra,,168000.0,2013.0,Nabeul,Compacte,Essence,5.0,Manuelle,Noir,1.1
409,Ford,Transit,24000.0,295000.0,2009.0,Monastir,Utilitaire,Diesel,7.0,Manuelle,Jaune,2.2
410,Volkswagen,Amarok,47000.0,237000.0,2012.0,Monastir,4 X 4,Diesel,7.0,Manuelle,Gris,1.2
411,Toyota,Hilux,140000.0,20000.0,2022.0,Sidi Bouzid,Pick Up,Diesel,10.0,Manuelle,Gris,2.4
412,Peugeot,Partner,25000.0,261000.0,2012.0,Kasserine,Autres,Diesel,5.0,Manuelle,Blanc,1.4
413,Nissan,Juke,40000.0,90000.0,2013.0,Ariana,Berline,Essence,7.0,Automatique,Blanc,1.6
414,Autres,Autre,111111.0,61000.0,2020.0,Gafsa,Autres,Essence,7.0,Automatique,Rouge,1.5
415,Volkswagen,Polo,,120699.0,2015.0,Sfax,Autres,Essence,4.0,Manuelle,Noir,1.0
416,Mercedes Benz,Classe Cla,,60000.0,2018.0,Monastir,Berline,Essence,7.0,Automatique,Noir,1.6
417,Volvo,Xc90,52000.0,156000.0,2011.0,Tunis,4 X 4,Diesel,13.0,Automatique,Gris,2.4
418,Mitsubishi,L200,33000.0,190000.0,2008.0,Médenine,4 X 4,Diesel,10.0,Manuelle,Bleu,2.2
419,Mercedes Benz,Classe C,47500.0,250000.0,2010.0,Ariana,Berline,Essence,9.0,Automatique,Noir,1.6
420,Peugeot,208,26000.0,220000.0,2013.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Noir,1.2
421,Renault,Clio,39000.0,102000.0,2020.0,Tunis,Berline,Essence,5.0,Manuelle,Noir,1.2
422,Chery,Tiggo,,54640.0,2019.0,Sfax,Pick Up,Essence,6.0,Manuelle,Bleu,1.5
423,Volkswagen,Scirocco,40000.0,180000.0,2011.0,Tunis,Compacte,Essence,7.0,Manuelle,Blanc,1.4
424,Autres,Autre,58000.0,27100.0,2021.0,Sfax,Berline,Essence,7.0,Automatique,Marron,1.6
425,Citroen,Berlingo,23000.0,185000.0,2008.0,Tunis,Utilitaire,Diesel,7.0,Manuelle,Blanc,1.4
426,Renault,Clio,,110000.0,2018.0,Sousse,Compacte,Essence,5.0,Manuelle,Noir,1.4
427,Peugeot,308 Sw,,110000.0,2018.0,Sousse,Compacte,Essence,6.0,Manuelle,Noir,1.4
428,Chevrolet,Aveo,17000.0,270000.0,2011.0,Tunis,Berline,Essence,5.0,Manuelle,Gris,1.4
429,Ssangyong,Korando,7000.0,63000.0,2018.0,Sfax,Compacte,Essence,8.0,Automatique,Multicolore,1.5
430,Toyota,Corolla,59000.0,112000.0,2015.0,Ben Arous,Berline,Essence,7.0,Manuelle,Gris,1.6
431,Volkswagen,Vento,,,1997.0,Siliana,Autres,Diesel,4.0,Manuelle,Noir,4.0
432,Volkswagen,Golf,40000.0,148000.0,2013.0,Sfax,Monospace,Essence,4.0,Manuelle,Gris,1.4
433,Renault,Twingo,27000.0,97000.0,2013.0,Tunis,Compacte,Essence,4.0,Manuelle,Blanc,1.2
434,Chevrolet,Camaro,90000.0,90000.0,2010.0,Ben Arous,Berline,Essence,21.0,Automatique,Gris,4.0
435,Renault,Clio,18000.0,270000.0,2006.0,Bizerte,Autres,Essence,5.0,Manuelle,Noir,1.2
436,Nissan,Patrol Gr,70000.0,110000.0,2001.0,Ben Arous,4 X 4,Diesel,11.0,Manuelle,Bleu,3.0
437,Kia,Picanto,43500.0,69000.0,2019.0,Sousse,Autres,Essence,5.0,Automatique,Autre,1.2
438,Citroen,C35,17500.0,238000.0,2007.0,Ben Arous,Berline,Essence,4.0,Manuelle,Rouge,1.2
439,Volkswagen,Transporter,,315000.0,2017.0,Tunis,Autres,Diesel,1.0,Manuelle,Blanc,1.0
440,Citroen,Berlingo,,83000.0,2018.0,Ariana,Berline,Diesel,5.0,Manuelle,Gris,1.6
441,Peugeot,308,,175000.0,2008.0,Ariana,Utilitaire,Essence,6.0,Manuelle,Beige,3.0
442,Bmw,Serie 3,,150000.0,2014.0,Ben Arous,Berline,Essence,4.0,Automatique,Blanc,1.6
444,Mercedes Benz,Classe C,45000.0,216000.0,2010.0,Tunis,Berline,Essence,9.0,Automatique,Gris,1.8
445,Opel,Corsa,,350000.0,1996.0,Ben Arous,Berline,Essence,4.0,Manuelle,Vert,1.2
446,Mercedes Benz,Classe C,75500.0,146000.0,2012.0,Ariana,Berline,Essence,9.0,Automatique,Noir,1.8
447,Bmw,Serie 3,27000.0,200000.0,2003.0,Tunis,Berline,Essence,7.0,Automatique,Noir,1.6
448,Smart,Fortwo,,44000.0,2018.0,Tunis,Compacte,Essence,4.0,Manuelle,Noir,1.0
449,Bmw,X6,,90000.0,2009.0,Tunis,Compacte,Essence,22.0,Automatique,Rouge,3.2
450,Hyundai,I 10,35000.0,117000.0,2017.0,Tunis,Autres,Essence,5.0,Automatique,Noir,4.0
451,Seat,Leon,,165000.0,2015.0,Nabeul,Compacte,Essence,6.0,Automatique,Blanc,1.2
452,Seat,Ibiza,30000.0,170000.0,2013.0,Ariana,Berline,Essence,5.0,Manuelle,Blanc,1.2
453,Volkswagen,Vento,7800.0,280000.0,1997.0,Ariana,Compacte,Diesel,6.0,Manuelle,Gris,1.4
454,Peugeot,508,27000.0,143400.0,2012.0,Ben Arous,Berline,Essence,7.0,Manuelle,Gris,1.6
455,Hyundai,I 10,34500.0,90000.0,2018.0,Kairouan,Compacte,Essence,5.0,Manuelle,Gris,1.2
456,Volkswagen,Golf 7,72000.0,72000.0,2018.0,Ben Arous,Berline,Essence,5.0,Manuelle,Gris,1.1
457,Mazda,Bt 50,37000.0,,2015.0,Ariana,4 X 4,Diesel,,Manuelle,Noir,2.0
458,Mini,Cooper,75000.0,55000.0,2018.0,Bizerte,Compacte,Essence,5.0,Manuelle,Vert,1.2
459,Renault,Clio,45500.0,20000.0,2021.0,Bizerte,Compacte,Essence,4.0,Manuelle,Noir,1.0
460,Suzuki,Swift,32000.0,64000.0,2020.0,Ariana,Compacte,Essence,5.0,Manuelle,Gris,1.2
461,Citroen,C-Elysée,24000.0,10400.0,2016.0,Ben Arous,Compacte,Essence,5.0,Manuelle,Blanc,1.2
462,Fiat,Tipo,66000.0,66000.0,2021.0,Tunis,Compacte,Essence,5.0,Manuelle,Gris,1.3
463,Kia,Sportage,125000.0,82000.0,2019.0,Médenine,Berline,Diesel,7.0,Automatique,Gris,1.6
464,Volkswagen,Golf Plus,70000.0,111000.0,2016.0,Médenine,Monospace,Essence,6.0,Manuelle,Noir,1.2
465,Ford,Fiesta,26900.0,180000.0,2011.0,Le Kef,Compacte,Essence,5.0,Manuelle,Blanc,1.4
